cultivar,division,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
Ambrosine,2,W,Y,W.F.M. Copeland,1913-03-30,none,none,‘Minnie Hume’,‘Van Waveren’s Giant’,"Fl. 89 mm wide; perianth segments ivory white, deeply overlapping; corona very widely expanded, bright orange-yellow, mouth lightly frilled. Early"
Amen Ra,1,Y,Y,H.G. Longford,1927-03-30,none,none,"","",""
Amiable,3,Y,O,P. van Deursen,1938-03-30,none,AM Haarlem  1938 ,"","","Perianth segments smooth; corona shallow, widely expanded"
Amie,3,Y,O,"",,none,none,"","",""
Amity,2,W,P,R.V. Favell,1939-03-30,none,none,‘Mavis’,‘Tunis’,"Corona expanded, tinged pink"
Amorica,1,Y,Y,B. Rowlands,1938-03-30,none,none,"","",""
Amourette,2,W,YYO,de Graaff Bros,1938-03-30,none,none,"","","Perianth segments sulphur white, sprinkled with silver white; corona yellow, shading to reddish orange at rim"
Amphion,4,Y,YYO,W.F.M. Copeland,1909-03-30,none,none,"","","Perianth segments in 3-4 whorls, creamy lemon yellow; corona segments bright lemon yellow with reddish orange at rim, frilled"
Amphion,8,Y,O,"",1798-03-30,none,none,"","",Perianth segments pale yellow; corona orange
Amphora,2,W,P,A.O. Roblin,1957-03-30,none,none,Sdlg,’Karanja’,""
Amritsar,1,W,Y,W.A. Grace,1927-03-30,none,none,"","",""
Amulet,2,W,W,"",1923-03-30,none,none,"","","Fl. milk white; perianth segments somewhat ribbed; corona opening pale primrose yellow, expanded"
Amynta,1,W,W,Barr & Sons,1922-03-30,none,none,"","","Fl. white; perianth segments incurving; corona slender, opening pale primrose yellow"
Anacreon,9,W,GYR,G.H. Engleheart,1916-03-30,none,none,"","","Perianth segments rounded, overlapping; corona saffron yellow, with olive green at base and crimson at rim. Late"
Anak,8,Y,Y,"",1927-03-30,none,none,"","","Fls 4-5 per stem, clear lemon"
Anak,1,Y,Y,Mrs R.S. Cobley,1932-03-30,none,none,"","",""
Anakim,1,W,Y,G.E. Mitsch,1952-03-30,none,none,‘Ada Finch’,‘Kandahar’,"Fl. large; corona light yellow, with mouth flared. Mid-season"
Anastasia,1,Y,Y,C. Dawson,1927-03-30,none,none,"","","Perianth segments rich lemon yellow, slightly ribbed, overlapping; corona dark golden yellow, with rim flanged and deeply notched"
Anchorite,3,W,GYY,E.M. Crosfield,1910-03-30,none,AM(e)  1918 ,"","","Perianth segments spreading or slightly inflexed; corona shallow, widely expanded, soft lemon yellow, with dark green at base, rim frilled"
Andes,1,W,W,J.L. Richardson,1953-03-30,none,*AM(g)  1966 ,’Ardclinis’,‘Broughshane’,"Fl. 108 mm wide; perianth segments almost triangular in appearance, slightly mucronate, overlapping one-third; the inner segments more narrowly ovate and very slightly twisted; corona mouth expanded, with rim reflexed and irregularly notched"
Androcles,1,Y,Y,W.B. Hartland,1890-03-30,none,none,"","",Fl. rich yellow. Very early
Andy,2,W,P,Mrs C.O. Fairbairn,,none,none,"","",""
Anette,8,W,W,"",1835-03-30,none,none,"","",Early
Angela,1,W,W,"",,none,none,"","",""
Angeline,3,W,WWY,A.M. Wilson,1937-03-30,none,none,"","","Perianth segments pure white; corona yellowish white, with a narrow band of golden yellow at rim, frilled"
Angelus,2,W,W,R.H. Bath,1927-03-30,none,none,"","",""
Angie,8,W,Y,A. Gray,1948-03-30,none,none,{N. dubius},‘John Evelyn’,"Perianth white; corona primrose yellow at maturity, ageing to white"
Anglet,1,W,W,"",1907-03-30,none,none,"","",""
Anicet,3,W,WWO,A.M. Wilson,1913-03-30,none,none,"","","Fl. 70 mm wide, pure white; corona with pinkish orange at rim"
Anjou,1,W,W,J. Gerritsen & Son,1944-03-30,none,none,"","",""
Anka,2,Y,YYR,J.T. Gray,1949-03-30,none,none,"","","Perianth segments yellow; corona shallow, expanded, yellow, with a band of bright red at rim"
Ankara,2,W,O,Warnaar & Co.,1943-03-30,none,AM Haarlem  1943 ,‘Fortune’,‘Scarlet Leader’,""
Ann Abbott,2,W,P,G.H. Johnstone,1947-03-30,none,none,‘Silver Coin’,‘Mrs R.O. Backhouse’,"Perianth segments very broadly ovate, blunt, prominently mucronate, spreading, overlapping one-third to a half; the inner segments twisted or with margins recurved, notched; corona funnel-shaped, pale pink, with a deeper tone at rim and yellow streaks from base to rim, mouth straight, with 6 overlapping lobes, frilled, margins minutely crenate. 2n=28"
Ann Baird,1,W,W,J. MacHardy,1952-03-30,none,none,"","",""
Anna Brita,8,W,R,"",,none,none,"","",""
Annapurna,1,W,W,W.J. Dunlop,1953-03-30,none,none,"","",""
Annepan,2,W,P,Mrs C.O. Fairbairn,,none,none,"","",""
Annis,1,Y,Y,R. LincolnLewis,1933-03-30,none,none,"","",""
Anno Santo,1,W,Y,L.van der Brug,1950-03-30,none,none,"","",""
Antarctic,9,W,YYO,G.H. Engleheart,1923-03-30,none,none,"","","Fl. large; perianth segments rounded, overlapping; corona rich yellow, with a broad band of golden orange at rim"
Anteros,2,W,Y,Barr & Sons,1920-03-30,none,none,"","","Perianth segments creamy white, slightly reflexed, overlapping; corona cup-shaped, yellow, with mouth closely frilled"
Anthea,3,W,W,Barr & Sons,1907-03-30,none,none,{N.} x {poculiformis},{N. poeticus},"Fl. 83 mm wide; perianth segments pure white; corona ribbed, opening creamy yellow, becoming ivory white"
Anthem,3,W,YYR,F.H. Chapman,1930-03-30,none,none,‘Kestrel’,‘Grand Opera’,"Fl. of strong substance; perianth segments ivory white, overlapping; corona disc-shaped, yellow, with deep red at rim. Late"
Antibes,2,W,P,F. Rijnveld & Sons,1950-03-30,none,none,"","","Corona pale apricot, shaded salmon pink"
Antiope,1,W,Y,Barr & Sons,1923-03-30,none,none,"","","Perianth segments creamy white, overlapping; corona soft clear yellow"
Antoine,2,W,Y,L. Buckland,1936-03-30,none,none,"","",Corona light lemon
Antonio,1,W,Y,?Barr & Sons,1896-03-30,none,none,"","","Corona large, flared, of thick texture. Resembles a large-flowered `Princeps'"
Antony,2,Y,Y,A.M. Wilson,1910-03-30,none,none,"","","Fl. 108 mm wide; perianth segments broadly ovate or somewhat oblong, blunt, slightly mucronate, lemon yellow, a little inflexed, plane or with margins sometimes wavy or incurling, overlapping one-third; the inner segments more strongly inflexed, with margins more usually wavy; corona deep bowl-shaped, of a deeper tone than the perianth, with rim slightly flanged and deeply crenate. Resembles 'Magpie' in corona shape"
Antwerp,1,Y,Y,J.L. Richardson,1945-03-30,none,none,‘Cromarty’,‘Worlington’,"Fl. deep golden yellow; perianth segments broad, spreading, of good substance, overlapping; corona with rim dentate and slightly flanged"
Anzena,2,W,Y,Konynenburg & Mark,1953-03-30,none,AM Haarlem  1954 ,‘Gracious’,‘Daisy Schaffer’,""
Anzio,2,W,O,J.L. Richardson,1945-03-30,none,none,‘Clava’,‘Hades’,"Fl. rounded; perianth segments very broad in outline, squarish and sometimes truncate at apex, prominently mucronate, pure white, a little reflexed, plane, overlapping half; the inner segments a little narrower, only very slightly mucronate, a little inflexed, creased, with margins wavy; corona very shallow bowl-shaped, broad, loosely ribbed, deep orange. Mid-season. 2n=28"
Aorangi,1,W,W,Sir A.P.W. Thomas,1915-03-30,none,none,"","",""
Aphrodite,2,W,O,de Graaff Bros & van Konynenburg & Co.,1930-03-30,none,AM Haarlem  1930 ,"","","Perianth segments opening sulphur yellow, becoming creamy white; corona soft orange, heavily frilled"
Apollonia,8,Y,Y,"",1798-03-30,none,none,"","",""
Apollyon,3,W,YYO,G.H. Engleheart,1916-03-30,none,none,"","","Fls sometimes 2 per stem; perianth segments creamy white; corona very shallow, saffron yellow, with a broad band of orange at rim"
Apotheose,1,Y,Y,"",,none,none,"","",""
Appanoose,1,W,W,E.C. Powell,1946-03-30,none,none,‘Madame de Graaff’,‘White Emperor’,""
Appeal,3,Y,O,R.V. Favell,1939-03-30,none,none,‘Peggy’,‘Red Sea’,"Perianth segments clear yellow; corona deep orange, slightly frilled"
Approval,2,Y,OOR,Warnaar & Co.,1952-03-30,none,AM Haarlem  1952 ,‘Bahram’,‘Bermuda’,""
Apricot,1,W,Y,de Graaff Bros,1897-03-30,none,AM 1898 ,"","","Perianth segments narrow, creamy white; corona slender, cylindrical, soft yellow, faintly tinged pale amber pink at first. Violet-scented. 2n=14"
April Love,6,W,Y,"",,none,none,"","",""
April Snow,1,W,W,Wrigley,1913-03-30,none,none,"","",""
Aprilis,2,W,W,G. Lubbe & Son,1944-03-30,none,AM Haarlem  1944 ,"","",""
Apsley,2,Y,YYO,J.N. Hancock & Co.,1949-03-30,none,none,"","","Perianth segments yellow; corona deep yellow, with orange at rim"
Aquarius,3,W,Y,W.F.M. Copeland,1908-03-30,none,none,"","","Fl. large; perianth segments roundish, pure white, of thick substance, overlapping; corona shallow, ribbed, pale creamy yellow, with buff apricot at rim. Mid-season"
Aquinita,2,W,P,J.N. Hancock & Co.,1977-03-30,none,none,"","",""
Arab Pasha,2,Y,R,T.H. Piper,,none,none,"","",""
Arakan,2,Y,O,C.R. Wootton,1954-03-30,none,none,‘Tredore’,‘Dunkeld’,"Perianth segments yellow; corona very shallow bowl-shaped, scarlet-orange"
Aran,2,W,W,J.S. Leitch,1959-03-30,none,none,"","",""
Aranjuez,2,Y,YYO,Warnaar & Co.,1932-03-30,none,AM(e)  1940 AM Haarlem  1932 FCC Haarlem  1933 ,"","","Fl. rounded, 89 mm wide; perianth segments very broad in outline, rounded or somewhat truncate at apex, prominently mucronate, light yellow, spreading, concave, with midrib showing, regular, overlapping half or more; the inner segments narrower, less prominently mucronate, rounded at shoulder, a little inflexed, somewhat creased; corona short funnel-shaped, broad, smooth, deep lemon yellow, shading to reddish orange at rim, mouth lightly ribbed, straight, even or a little frilled. Mid-season. 2n=28"
Arastar,1,Y,Y,C. Goodson,1936-03-30,none,none,"","",""
Arawa,2,Y,YYO,H.A. Brown,1938-03-30,none,none,"","","Perianth segments yellow; corona yellow, with reddish orange at rim"
Arbar,2,W,O,J.L. Richardson,1948-03-30,none,AM(e)  1949 ,‘Monaco’,‘Forfar’,"Fl. 115 mm wide; perianth segments broadly ovate, blunt, very prominently mucronate, pure white, spreading, with margins a little wavy and sometimes nicked, of great substance and with midrib showing, overlapping half; the inner segments more narrowly ovate, a little inflexed; corona shallow bowl-shaped, ribbed, strong orange 25A, mouth expanded, split in places and overlapping, frilled. Mid-season. Somewhat resembles a larger `Monaco'"
Arbitrary,1,W,W,W.A. Bell,1947-03-30,none,none,"","",""
Arcadia,1,W,W,Cartwright & Goodwin,1908-03-30,none,none,"","",""
Archduke,8,W,Y,"",1851-03-30,none,none,"","",Corona citron yellow
Archeron,3,W,YOO,Dutch origin,1930-03-30,none,AM Haarlem  1930 ,"","","Perianth segments cream-white; corona deep orange, with golden yellow at base"
Archie,1,Y,Y,R. Gibson,1927-03-30,none,none,"","",Perianth segments lemon; corona a little darker in tone
Arclight,3,W,GYR,Barr & Sons,1925-03-30,none,none,"","","Perianth segments white, tinged primrose yellow at base, lightly recurving; corona primrose yellow, with a broad band of scarlet at rim"
Ardavon,1,W,Y,Barr & Sons,1922-03-30,none,none,"","","Corona long, slender, pale primrose yellow"
Ardbane,2,W,W,G.L. Wilson,1953-03-30,none,none,‘Saint Brendan’,‘Greenland’,Fl. ice white
Ardclinis,1,W,W,G.L. Wilson,1934-03-30,none,none,‘Mrs E.H. Krelage’,‘Beersheba’,"Fl. white; perianth segments broadly ovate, slightly mucronate, with margins very slightly incurving at apex, smooth, overlapping half; the inner segments more narrowly ovate and acute, with a slight twist; corona cylindrical, mouth expanded and lightly ribbed, with rim deeply rolled. 2n=28"
Ardour,3,Y,R,G.E. Mitsch,1952-03-30,none,none,‘Cheerio’,‘Market Merry’,"Perianth segments broad, deep yellow, overlapping; corona deep orange-red. Mid-season. 2n=28"
Ardoyne,1,W,W,G.L. Wilson,1947-03-30,none,none,Sdlg 12/29,‘Vestal Virgin’,""
Ardvarna,2,W,O,G.L. Wilson,1947-03-30,none,none,"","","Corona pale apricot, ageing to almost pure white, frilled"
Ares,1,Y,Y,J.L. Richardson,1916-03-30,none,none,"","","Fl. golden yellow; corona widely expanded, with rim rolled. Early"
Arethusa,1,Y,Y,W.A. Grace,1936-03-30,none,none,"","",""
Argent,4,W,Y,G.H. Engleheart,1902-03-30,none,none,"","","Fl. star-shaped; perianth and other petaloid segments in two whorls, narrowly ovate, blunt or acute, creamy white, slightly inflexed, more or less twisted, separated; the inner whorl more strongly inflexed; corona in two whorls, half the length of the perianth and petaloid segments, pale yellow, loosely frilled; the segments of the outer whorl arranged between the whorls of perianth and petaloid segments; the inner whorl continuous, funnel-shaped, widely expanded."
Argo,1,Y,Y,H.J. Poole Sr,1927-03-30,none,none,"","",""
Argonaut,1,W,W,W.F.M. Copeland,1908-03-30,none,none,"","",""
Argosina,3,W,W,R.H. Bath,1929-03-30,none,none,"","",""
Argosy,2,W,W,Cartwright & Goodwin,1908-03-30,none,none,"","",""
Arguros,3,W,GOR,G.A. Uit den Boogaard,1950-03-30,none,none,"","",""
Argyll,1,Y,Y,The Brodie of Brodie,,none,none,‘Kandahar’,‘Royalist’,""
Aria,9,W,GYR,"",,none,none,"","",""
Aria,1,W,W,M. van Waveren & Sons,1953-03-30,none,none,"","",""
Ariadne,2,W,W,G.H. Engleheart,1904-03-30,none,AM 1905 ,"","","Fl. becoming creamy white; perianth segments ovate, opening clear white, a little inflexed, somewhat twisted or with margins wavy, overlapping at base only; corona broad and shallow funnel-shaped, closely ribbed, opening ivory white, mouth straight, split in places and overlapping, frilled, with rim crenate. Resembles `Minnie Hume' but with a larger and more spreading corona"
Ariel,5,W,W,H. Backhouse,1907-03-30,none,none,"","",Resembles a smaller `Dione'
Ariel,5,W,W,Sir A.P.W. Thomas,1926-03-30,none,none,‘Minnie Hume’,{N. triandrus} var. {loiseleurii},""
Aries,1,Y,Y,Barr & Sons,1945-03-30,none,none,"","",""
Ariki,1,Y,Y,H.J. Poole Sr,1927-03-30,none,none,"","",""
Arion,2,W,Y,de Graaff Bros,1915-03-30,none,AM Haarlem  1915 ,‘Hera’ hybrid,"","Fl. small; perianth segments rounded, milk white, incurving, of strong substance; corona widely expanded, soft sulphur yellow, with rim tinged apricot yellow, neatly frilled"
Ariosto,1,Y,Y,C. Dawson,1923-03-30,none,none,"","",""
Ark Royal,1,Y,Y,J.L. Richardson,1945-03-30,none,*AM(g)  1967 ,‘Kilkenny’,‘Goldcourt’,"Fl. 102 mm wide, deep golden yellow; perianth segments broadly ovate, blunt, spreading, somewhat ribbed, overlapping half; the inner segments a little twisted; corona funnel-shaped, deeper in tone than the perianth segments, with rim flanged and crenate"
Arklow,2,W,R,J.L. Richardson,1941-03-30,none,none,‘Red Sun’,‘Forfar’,Perianth segments milk white; corona vivid brick red
Arlanza,2,W,W,Mrs R.O. Backhouse,1916-03-30,none,none,"","","Corona opening sulphur yellow, becoming white"
Arlena,2,Y,R,J.T. Gray,1951-03-30,none,none,"","",""
Arline,2,W,Y,W.F.M.Copeland,1910-03-30,none,none,"","","Perianth segments lemon white, overlapping; corona expanded, soft lemon yellow, frilled. Mid-season"
Arlington,2,W,YYO,J.C. Williams,1945-03-30,none,none,"","","Fl. rounded; perianth segments broad, creamy white; corona ribbed towards mouth, yellow, with a broad band of orange at rim"
Armada,2,Y,O,G.L. Wilson,1938-03-30,none,AM(e)  1945 FCC(e)  1947 *AM(g)  1962 *FCC(g)  1968 *AM(p)  1976 *FCC(p)  1977 AGM 1993 AM Haarlem  1948 FCC Haarlem  1955 ,Sdlg 15/7,?‘Cornish Fire’,"Fl. forming a double triangle, 108 mm wide; perianth segments very broadly ovate, blunt, prominently mucronate, vivid yellow 9A, spreading, a little concave, smooth, with margins minutely incurling at apex, overlapping one-third to a half; the inner segments more narrowly ovate, inflexed at base, reflexed near apex, with margins incurved; corona broad funnel-shaped, lightly ribbed, strong orange 25A, mouth split in places and overlapping, wavy, with rim flanged and crenate. Early. 2n=28"
Armatroy,2,Y,R,G.H. Johnstone,1959-03-30,none,none,‘Armada’,‘Troytown’,""
Armeline,3,W,YYO,G.H. Engleheart,1913-03-30,none,none,"","","Perianth segments almond-shaped, creamy; corona deep lemon, flat, rim orange"
Armida,3,W,YYR,J. Mallender,1913-03-30,none,none,"","","Corona yellow, with scarlet at rim"
Armistice,1,W,Y,New Zealand origin,1930-03-30,none,none,"","","Perianth segments pure white; corona yellow, becoming very pale, mouth expanded"
Armorel,3,W,O,G.H. Engleheart,1905-03-30,none,none,"","","Perianth segments acute, with margins incurling, overlapping; corona shallow, somewhat ribbed, apricot"
Armoy,2,W,Y,G.L. Wilson,1935-03-30,none,none,"","","Perianth segments broad, of strong substance; corona neat, clear yellow. Late"
Arnhem,3,Y,O,Warnaar & Co.,1946-03-30,none,AM Haarlem  1946 ,"","",Corona brownish orange
Arno,1,W,W,G.H. Engleheart,1902-03-30,none,none,"","","Perianth segments creamy white; corona broad, ivory white. Very late"
Aroha Nui,2,W,W,H. Daines,1951-03-30,none,AM(NZ) 1958,‘Tenedos’,‘White Nile’,Fl. pure white
Aronda,2,Y,YYO,J.T. Gray,1949-03-30,none,none,"","","Perianth segments yellow; corona shallow, yellow, with a wide band of scarlet-orange at rim"
Arosa,1,W,Y,Barr & Sons,1929-03-30,none,none,"","","Perianth segments white, tinged sulphur at base; corona large, canary yellow, frilled"
Aroya,2,W,WWO,A.J. Bliss,1930-03-30,none,none,‘Albatross’,‘Weardale Perfection’ hybrid,"Perianth segments pure white; corona opening sulphur white to cream, becoming white, with a fairly narrow band of apricot orange at rim"
Arranbeg,1,Y,Y,J.L. Richardson,1950-03-30,none,none,‘Braemar’,‘Crocus’,"Fl. golden yellow; perianth segments very broad, smooth; corona slightly deeper in tone than the perianth, with rim rolled. Mid-season"
Arranmore,1,Y,Y,W.J. Dunlop,1950-03-30,none,none,‘Royalist’,‘Crocus’,Fl. deep golden yellow
Arriba,2,Y,O,J.M. de Navarro,1954-03-30,none,none,‘Trevisky x ‘Porthilly’ hybrid,‘Gibraltar’,"Perianth segments very broadly ovate, mucronate, deep yellow, slightly concave, overlapping half; the inner segments more narrowly ovate, only slightly mucronate, shouldered at base; corona cup-shaped and smooth, reddish orange, almost crimson, mouth expanded and neatly frilled"
