cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Alice Barr","3 (a)","Y","Y","W. Backhouse","pre1869","Burbidgei `Alice Barr'","none","","","Perianth pale primrose yellow; corona expanded, yellow, stained orange, frilled"
"Alicia","2 (b)","W","YYW","Barr & Sons","pre1922","none","none","","","Corona large, soft primrose yellow, with creamy white at rim, and rim flanged"
"Alicydon","1","W","W","","","none","none","","",""
"Alida","1 (a)","Y","Y","de Graaff Bros","pre1896","none","none","","","Perianth segments soft canary yellow, somewhat twisted; corona large, bright yellow"
"Alight","3 (a)","Y","O","P.D. Williams","pre1933","none","*HC(g)  1952 ","","","Fl. 70 mm wide; perianth segments broadly ovate or somewhat oblong, blunt or truncate, pale yellow 11D, tinged orange at base, with white mucro, reflexed, overlapping one-third; the inner segments less strongly inflexed, with margins wavy; corona cup-shaped, smooth, orange (28A), mouth only slightly expanded, even, with rim deeply notched"
"Alison","2","W","P","J.N. Hancock & Co.","c. 1984","none","none","","",""
"Alison","3 (c)","W","W","A.M. Wilson","pre1931","none","none","‘Nelly’ hybrid","",""
"Alkemade","2 (b)","W","","J.A. van der Zwet & Sons","pre1944","none","AM Haarlem  1944 ","","",""
"Alkoomi","2 (a)","Y","O","A.O. Roblin","1945","none","none","‘Lilian Murdoch’","‘Cheerio’",""
"All Bright","2 (b)","W","","P.L.A. Pouw","pre1939","none","AM Haarlem  1939 ","","",""
"All Fours","2 (b)","W","","G.H. Johnstone","pre1949","none","none","","",""
"All Glory","1 (b)","W","Y","G.A. Uit den Boogaard","pre1951","none","AM Haarlem  1952 ","","","Corona soft yellow"
"All Gold","1 (a)","Y","Y","The Brodie of Brodie","pre1929","none","none","","",""
"Allalin","1 (c)","W","W","D. Blanchard","pre1949","none","none","","",""
"Allanah","1","W","W","","","none","none","","",""
"Allegheny","1 (b)","W","","Oregon Bulb Farms","pre1951","none","none","‘Matlock’","‘Fireguard’",""
"Allegro","2 (b)","Y","YYO","P. van Deursen","1943","none","AM Haarlem  1942 ","","","Fl. yellow; corona with deep orange at rim"
"Allendale","2 (c)","W","W","E.W. Philpott","","none","none","","",""
"Allendale","3 (a)","Y","","de Graaff Bros","pre1927","`Cassiopeia'","none","","",""
"Alleyne","1 (c)","W","W","D.V. West","pre1923","none","none","","","Fl. pure white; corona frilled"
"Alltruda","9","W","","","","none","none","","",""
"Allumette","8","Y","Y","","pre1798","none","none","","","Fl. sulphur yellow"
"Allure","2 (b)","W","","L. van Leeuwen & Son","pre1933","none","none","","",""
"Alluvial","1 (a)","Y","Y","A.F. Calvert","pre1934","none","none","","",""
"Alma","1 (a)","Y","Y","G.H. Engleheart","pre1900","none","AM 1900 ","‘Maximus’ hybrid","","Fl. 114 mm wide, soft canary yellow; perianth segments twisted; corona broad, with mouth widely expanded, rim flanged. Early"
"Almagra","3 (b)","W","","N.Y. Lower","pre1916","none","none","","",""
"Almanzor","2 (b)","W","","R.H. Bath","pre1929","none","none","","",""
"Almee","1 (c)","W","W","van Zonneveld Bros & Philippo","pre1931","none","none","","",""
"Almida","0","","","?T. Buncombe","pre1914","none","none","","",""
"Almira","9","W","YYR","","pre1899","`King Edward VII'`King Edward'","none","","","Fl. rounded; perianth segments very broad, blunt or shallowly truncate, slightly mucronate, pure white, spreading or a little reflexed, with margins sometimes recurved at base, overlapping one-third to a half or sometimes only at mid-point; the inner segments not noticeably mucronate, with margins more often and more strongly recurved; corona disc-shaped, very closely ribbed, deep yellow, with a narrow band of deep orange-red at rim"
"Almoner","2 (a)","Y","R","P.D. Williams","pre1939","none","none","","","Fl. rounded; perianth segments bright yellow, overlapping; corona intense red. Late"
"Aloha","3 (b)","W","","Oregon Bulb Farms","pre1950","none","none","","",""
"Aloisis","1 (a)","Y","Y","J.W. Barr","pre1930","none","none","","",""
"Aloma","1 (b)","W","","J.W. Barr","pre1930","none","none","","",""
"Alope","5","Y","Y","Barr & Sons","pre1919","none","none","","","Perianth segments primrose yellow; corona canary yellow"
"Aloquin","2 (b)","W","Y","Konynenburg & Mark","pre1953","none","none","‘Daisy Schaffer’","‘Fortune’",""
"Alpha","1 (a)","Y","Y","J.W. Jones","pre1907","none","none","","",""
"Alpha","5","","","C. Dawson","pre1905","none","none","","",""
"Alpha","9","W","YYR","A.M. Wilson","pre1915","none","none","","","Perianth segments very broad, rounded or squarish at apex, mucronate, a little reflexed, plane, overlapping half; the inner segments narrower, spreading, with margins wavy; corona disc-shaped, closely ribbed, pale yellow with a narrow band of red at rim"
"Alphonso","1 (a)","Y","Y","G. Lubbe & Son","pre1931","none","AM Haarlem  1931 ","","",""
"Alport","3 (a)","Y","R","D.B. Milne","pre1950","none","none","","",""
"Alroi","2 (a)","Y","Y","J.L. Richardson","pre1926","none","AM(e)  1926 ","","","Fl. forming a double triangle, soft yellow; perianth segments very broadly ovate, blunt, yellow, with slight white mucro, spreading or a little reflexed, plane, with midrib showing, overlapping half; the inner segments more narrowly ovate, more nearly acute, more prominently mucronate, broad-shouldered at base, a little inflexed; corona cylindrical at base, flared from about mid-point, smooth, darker in tone than the perianth, lightly frilled, with rim slightly flanged and broadly and shallowly crenate"
"Alsace","8","W","YYO","R. van der Schoot & Son","pre1907","none","none","","","Fls large, plus or minus 3 per stem; perianth pure white; corona yellow, with orange at rim. 2n=17"
"Alseba","2 (b)","W","","Konynenburg & Mark","pre1953","none","none","","",""
"Alswitha","1 (a)","Y","Y","W. Welchman","pre1908","none","none","","",""
"Altair","2 (a)","Y","","de Graaff Bros","pre1952","none","AM Haarlem  1951 ","","",""
"Altar Cup","2 (c)","W","W","Mrs P.M. Davis","pre1948","none","none","","",""
"Althaea","3 (b)","W","","C. Dawson","pre1916","none","none","","",""
"Althea","1 (b)","W","W","D.V. West","pre1932","none","none","","","Perianth segments pure white; corona opening creamy white, becoming almost pure white"
"Althorpe","1 (b)","W","","de Graaff Bros","pre1927","`Demeter'","none","","",""
"Altimont","1 (c)","W","W","C.E. Radcliff","pre1942","none","none","","",""
"Alton","2 (a)","Y","Y","J.T. Gray","pre1949","none","none","","","Perianth segments buttercup yellow; corona deeper in tone, with rim rolled"
"Altona","1 (b)","W","","J.N. Hancock & Co.","pre1949","none","none","","",""
"Altruda","9","W","","G. Lubbe & Son","pre1927","none","none","","",""
"Altrude","9","W","","","","none","none","","",""
"Altyre","3 (c)","W","W","The Brodie of Brodie","c.1945","none","none","‘Nelly’ hybrid","‘Chinese White’","Fl. rounded, about 125mm wide, pure white; perianth segments very broad, blunt or squarish at apex, only slightly mucronate, spreading, of great substance, overlapping half; the inner segments narrower, a little inflexed, with margins wavy, square-shouldered at base; corona narrow bowl-shaped, loosely ribbed, frilled. Mid-season"
"Alva","5","","","E.M. Crosfield","pre1908","none","none","","",""
"Alvanley","1","W","Y","C.E. Radcliff","pre1938","none","none","","",""
"Alvara","1 (b)","W","","J.T. Gray","pre1951","none","none","","",""
"Alvarez","1 (a)","Y","Y","de Graaff Bros","pre1897","none","none","","","Fl. 150mm wide. Resembles a shorter-stemmed `Emperor'"
"Alverado","2","W","Y","","pre1965","none","none","","",""
"Alverton","2 (a)","Y","GYY","R.V. Favell","pre1946","none","none","Sdlg","‘Fortune’",""
"Alwick","2 (a)","Y","","P.D. Williams","pre1933","none","none","","",""
"Alycidon","1 (c)","W","W","J.L. Richardson","pre1933","none","none","‘Carmel’ open pollinated","‘Broughshane’","Fl. milk white; perianth segments very broadly ovate, slightly mucronate, smooth, with margins sometimes incurving at apex, overlapping half; the inner segments more narrowly ovate, a little twisted and slightly reflexed; corona straight-sided, smooth, mouth expanded and neatly frilled, rim reflexed and dentate"
"Alys","5","W","W","G.H. Engleheart","pre1913","none","none","","","Fls one or more per stem, pure white, facing down; perianth segments ovate, blunt, slightly mucronate, a little inflexed, with margins wavy, overlapping at base only; the inner segments narrower and more nearly acute; corona short funnel-shaped, ribbed, mouth straight, a little frilled, rim crenate"
"Amabilis","3 (c)","W","W","E. Leeds","pre1877","Leedsii `Amabilis'","none","","","Perianth segments narrowly ovate, acute, spreading or a little inflexed, with margins slightly wavy or twisted, separated; corona long cup-shaped, lightly ribbed, opening primrose yellow, becoming milk white, mouth straight, frilled"
"Amadis","1 (a)","Y","Y","Barr & Sons","pre1924","none","none","","","Perianth segments primrose yellow; corona broad, rich yellow"
"Amador","2 (b)","W","R","J.L. Richardson","pre1942","none","AM Haarlem  1942 ","","",""
"Amalgeste","2","","","G.H. Engleheart","pre1927","none","none","","",""
"Amanda","3","","","J. Mallender","pre1914","none","none","","",""
"Amante","8","Y","Y","","pre1798","none","none","","","Fl. golden yellow"
"Amara","2 (b)","W","","J.T. Gray","pre1933","none","none","","",""
"Amarantha","2 (a)","Y","","de Graaff Bros","pre1930","none","AM Haarlem  1930 ","","",""
"Amarella","3 (b)","W","O","","pre1950","none","none","","","Perianth segments snow white; corona very shallow, widely expanded, bright orange, frilled"
"Amarillus","8","W","Y","","pre1807","none","none","","",""
"Amary","2 (a)","Y","YYR","C.O. Fairbairn","pre1962","none","none","","","Perianth segments broad, bright rich yellow, spreading; corona widely expanded, yellow, with a broad band of cherry red at rim"
"Amaryllis","3 (b)","W","","de Graaff Bros","pre1948","none","none","","",""
"Amastris","1 (b)","W","Y","Barr & Sons","pre1922","none","none","","","Perianth segments slightly reflexed; corona lemon yellow, mouth expanded and frilled, rim flanged"
"Amateur","3 (b)","W","O","P. van Deursen","pre1943","none","AM Haarlem  1943 ","","",""
"Amazon","3 (b)","W","Y","C. Smith","pre1904","none","none","","","Fls often 2 per stem; corona canary yellow"
"Ambell","1 (b)","W","Y","W.A. Watts","pre1913","none","none","","","Fl. 98 mm wide; perianth segments white, tinged green"
"Amber","2 (b)","W","Y","G.H. Engleheart","pre1901","none","AM 1901 *HC(c)  1927 ","‘Empress’","‘Ornatus’","Fl. star-shaped, of thick substance; perianth segments ovate, blunt, greenish white, a little inflexed, with margins incurling at apex and sometimes recurved in lower half, irregular, overlapping at base only; the inner segments narrower and sometimes twisted; corona long and broad, rich yellow, sometimes flushed orange-amber, mouth more or less even, with rim obscurely crenate and slightly notched. Late"
"Amber Rose","1","W","P","H.R. Bulman","","none","none","","",""
"Ambergate","2 (a)","O","O","D.B. Milne","pre1950","none","AM Haarlem  1961 ","Sdlg","‘Cornish Fire’","Perianth segments broadly ovate, blunt, yellow-orange, with white mucro, spreading, faintly ribbed, with midrib more prominent, a little concave, with margins incurling at apex, overlapping half; the inner segments narrower, acute, less noticeably mucronate; corona short funnel-shaped, broad, ribbed, orange, with mouth straight and even, rim notched"
"Amberley","2 (a)","Y","Y","Sir F.C. Stern","pre1944","none","PC 1947 AM(e)  1949 ","‘Saint Egwin’","‘Crocus’","Fl. 117 mm wide; perianth segments broadly ovate, blunt, vivid yellow 9B, with slight white mucro, spreading, smooth, with midrib showing, overlapping one-third; the inner segments more narrowly ovate, somewhat twisted or with margins incurving; corona funnel-shaped, lightly ribbed, slightly darker in tone (12) than the perianth, with mouth straight and 6-lobed, lightly frilled, rim crenate"
"Ambition","2 (b or c)","W","","Sir C.H. Cave","pre1928","none","none","","",""
"Ambition","3 (a)","Y","","?Sir C.H. Cave","pre1914","none","none","","",""
"Amboyna","1 (b)","W","Y","Barr & Sons","pre1929","none","none","","","Perianth segments slightly twisted; corona ribbed, canary yellow, rim ruffled"
"Ambrosia","2 (a)","Y","P","A.S. Brewster","pre1950","none","none","","",""
"Ambrosine","2 (b)","W","Y","W.F.M. Copeland","pre1913","none","none","‘Minnie Hume’","‘Van Waveren’s Giant’","Fl. 89 mm wide; perianth segments ivory white, deeply overlapping; corona very widely expanded, bright orange-yellow, mouth lightly frilled. Early"
"Ambush","1 (b)","W","","Sir C.H. Cave","pre1928","none","none","","",""
"Amelia","7","","","?Barr & Sons","pre1935","none","none","","",""
"Amen Ra","1 (a)","Y","Y","H.G. Longford","pre1927","none","none","","",""
"Amense","2 (a)","Y","","J.T. Gray","pre1938","none","none","","",""
"Ameola","3 (b)","W","","Cartwright & Goodwin","pre1910","none","none","","",""
"America","1 (b)","W","","","pre1930","none","none","","",""
"Amethyst","5","","","W.F.M. Copeland","pre1908","none","none","","",""
"Amiable","3 (a)","Y","O","P. van Deursen","pre1938","none","AM Haarlem  1938 ","","","Perianth segments smooth; corona shallow, widely expanded"
"Amie","3","Y","O","","","none","none","","",""
"Amity","2 (b)","W","P","R.V. Favell","pre1939","none","none","‘Mavis’","‘Tunis’","Corona expanded, tinged pink"
"Amokura","3 (a)","Y","","J.T. Gray","pre1933","none","none","","",""
"Amor","1 (b)","W","","Barr & Sons","pre1923","none","none","","",""
"Amore","3 (b)","W","Y","W. Backhouse","pre1869","Barrii Albus `Amore'","none","","","Corona lemon yellow, tinged orange"
"Amoret","3 (b)","W","Y","W. Backhouse","pre1869","Burbidgei `Amoret'","none","","","Perianth segments large, pure white; corona citron yellow"
"Amorica","1 (a)","Y","Y","B. Rowlands","pre1938","none","none","","",""
"Amourette","2 (b)","W","YYO","de Graaff Bros","pre1938","none","none","","","Perianth segments sulphur white, sprinkled with silver white; corona yellow, shading to reddish orange at rim"
"Amoy","7","Y","Y","A.J. Bliss","pre1931","`Sentinel'","*AM(g)  1931 ","‘Monarch’","{N. jonquilla}","Fl. 67 mm wide; perianth segments bright lemon yellow, separated; corona cylindrical, bright buttercup yellow. Mid-season to late"
"Amphion","4","Y","YYO","W.F.M. Copeland","pre1909","none","none","","","Perianth segments in 3-4 whorls, creamy lemon yellow; corona segments bright lemon yellow with reddish orange at rim, frilled"
"Amphion","8","Y","O","","pre1798","none","none","","","Perianth segments pale yellow; corona orange"
"Amphora","2 (b)","W","P","A.O. Roblin","1957","none","none","Sdlg","’Karanja’",""
"Amrita","2 (a)","Y","","Warnaar & Co.","pre1939","none","none","","",""
"Amritsar","1 (b)","W","Y","W.A. Grace","pre1927","none","none","","",""
"Amsterdam","2 (b)","W","","de Graaff Bros","pre1908","none","none","","",""
"Amulet","2 (c)","W","W","","pre1923","none","none","","","Fl. milk white; perianth segments somewhat ribbed; corona opening pale primrose yellow, expanded"
"Amulet","3 (b)","W","","Cartwright & Goodwin","pre1910","none","none","","",""
"Amy","3 (b)","W","Y","W. Backhouse","pre1869","Barrii Sulphureus `Amy'Barrii Sulphureus `Stellatus'","none","","","Perianth segments long, narrow, acute, opening primrose yellow, becoming sulphur white; corona yellow"
"Amy","9","W","","W. Poupart","pre1914","none","none","","",""
"Amy Belle","2 (a)","Y","","Konynenburg & Mark","pre1953","none","none","","",""
"Amyar","3","W","","","","none","none","","",""
"Amyas","3 (b)","W","","R.O. Backhouse","pre1938","none","none","","",""
"Amyas Lee","0","","","","","none","none","","",""
"Amynta","1 (c)","W","W","Barr & Sons","pre1922","none","none","","","Fl. white; perianth segments incurving; corona slender, opening pale primrose yellow"
